Date,Open,High,Low,Close,Adj Close,Volume
1962-08-07,0.000000,0.606382,0.599827,0.606382,0.093990,282206
1962-08-08,0.000000,0.604744,0.589994,0.598188,0.092720,160171
1962-08-09,0.000000,0.603105,0.589994,0.589994,0.091450,259325
1962-08-10,0.000000,0.601466,0.583438,0.596549,0.092466,236443
1962-08-13,0.000000,0.616216,0.589994,0.609660,0.095548,556786
1962-08-14,0.000000,0.612938,0.604744,0.609660,0.095548,190680
1962-08-15,0.000000,0.622771,0.612938,0.616216,0.096576,396614
1962-08-16,0.000000,0.635882,0.611299,0.624410,0.097860,838992
1962-08-17,0.000000,0.634243,0.624410,0.629327,0.098630,655939
1962-08-20,0.000000,0.640799,0.630965,0.632604,0.099144,640685
1962-08-21,0.000000,0.645715,0.632604,0.637521,0.099915,594922
1962-08-22,0.000000,0.665382,0.632604,0.655549,0.102740,1182216
1962-08-23,0.000000,0.662104,0.635882,0.648993,0.101713,640685
1962-08-24,0.000000,0.653910,0.644076,0.652271,0.102226,404242
1962-08-27,0.000000,0.657187,0.647354,0.650632,0.101969,518650
1962-08-28,0.000000,0.652271,0.639160,0.639160,0.100171,450005
1962-08-29,0.000000,0.639160,0.630965,0.639160,0.100171,183053
1962-08-30,0.000000,0.634243,0.622771,0.632604,0.099144,388987
1962-08-31,0.000000,0.630965,0.622771,0.629327,0.098630,526277
1962-09-04,0.000000,0.630965,0.629327,0.629327,0.098630,129662
1962-09-05,0.000000,0.626049,0.612938,0.619493,0.097089,259325
1962-09-06,0.000000,0.614577,0.604744,0.612938,0.096062,213562
1962-09-07,0.000000,0.622771,0.614577,0.616216,0.096576,114408
1962-09-10,0.000000,0.622771,0.611299,0.622771,0.097603,167798
1962-09-11,0.000000,0.639160,0.624410,0.632604,0.099144,617803
1962-09-12,0.000000,0.639160,0.629327,0.635882,0.099658,320342
1962-09-13,0.000000,0.642438,0.632604,0.639160,0.100171,228816
1962-09-14,0.000000,0.648993,0.639160,0.640799,0.100428,137290
1962-09-17,0.000000,0.660465,0.642438,0.657187,0.102997,579667
1962-09-18,0.000000,0.662104,0.648993,0.648993,0.101713,533904
1962-09-19,0.000000,0.653910,0.642438,0.648993,0.101713,343224
1962-09-20,0.000000,0.648993,0.635882,0.635882,0.099658,289834
1962-09-21,0.000000,0.637521,0.621132,0.621132,0.097346,190680
1962-09-24,0.000000,0.626049,0.606382,0.617855,0.096832,404242
1962-09-25,0.000000,0.630965,0.616216,0.629327,0.098630,259325
1962-09-26,0.000000,0.629327,0.616216,0.619493,0.097089,266952
1962-09-27,0.000000,0.616216,0.603105,0.603105,0.094521,373733
1962-09-28,0.000000,0.617855,0.608021,0.616216,0.096576,244070
1962-10-01,0.000000,0.608021,0.589994,0.599827,0.094007,350851
1962-10-02,0.000000,0.616216,0.599827,0.616216,0.096576,366106
1962-10-03,0.000000,0.621132,0.598188,0.601466,0.094264,297461
1962-10-04,0.000000,0.599827,0.591633,0.599827,0.094007,160171
1962-10-05,0.000000,0.612938,0.604744,0.608021,0.095291,343224
1962-10-08,0.000000,0.619493,0.616216,0.619493,0.097089,114408
1962-10-09,0.000000,0.619493,0.616216,0.617855,0.096832,68645
1962-10-10,0.000000,0.627688,0.611299,0.611299,0.095805,183053
1962-10-11,0.000000,0.622771,0.616216,0.616216,0.096576,106781
1962-10-12,0.000000,0.635882,0.619493,0.635882,0.099658,221189
1962-10-15,0.000000,0.639160,0.629327,0.632604,0.099144,244070
1962-10-16,0.000000,0.640799,0.627688,0.627688,0.098374,198307
1962-10-17,0.000000,0.639160,0.621132,0.639160,0.100171,259325
1962-10-18,0.000000,0.640799,0.612938,0.617855,0.096832,183053
1962-10-19,0.000000,0.624410,0.599827,0.608021,0.095291,274579
1962-10-22,0.000000,0.612938,0.596549,0.603105,0.094521,350851
1962-10-23,0.000000,0.634243,0.604744,0.614577,0.096319,671194
1962-10-24,0.000000,0.626049,0.596549,0.621132,0.097346,541531
1962-10-25,0.000000,0.614577,0.606382,0.612938,0.096062,183053
1962-10-26,0.000000,0.626049,0.617855,0.617855,0.096832,297461
1962-10-29,0.000000,0.632604,0.614577,0.619493,0.097089,579667
1962-10-30,0.000000,0.626049,0.614577,0.624410,0.097860,160171
1962-10-31,0.000000,0.652271,0.626049,0.640799,0.100428,1677984
1962-11-01,0.000000,0.645715,0.629327,0.642438,0.100685,343224
1962-11-02,0.000000,0.681771,0.642438,0.680132,0.106593,2326296
1962-11-05,0.000000,0.698159,0.680132,0.686687,0.107620,1418659
1962-11-07,0.000000,0.709631,0.686687,0.696520,0.109161,1441541
1962-11-08,0.000000,0.696520,0.676854,0.688326,0.107877,1441541
1962-11-09,0.000000,0.693243,0.676854,0.689965,0.109173,488141
1962-11-12,0.000000,0.691604,0.681771,0.683409,0.108136,739838
1962-11-13,0.000000,0.681771,0.665382,0.668660,0.105802,648312
1962-11-14,0.000000,0.681771,0.665382,0.676854,0.107099,427123
1962-11-15,0.000000,0.693243,0.676854,0.693243,0.109692,1060181
1962-11-16,0.000000,0.701437,0.688326,0.689965,0.109173,1136453
1962-11-19,0.000000,0.699798,0.681771,0.694881,0.109951,1060181
1962-11-20,0.000000,0.703076,0.686687,0.701437,0.110989,640685
1962-11-21,0.000000,0.701437,0.693243,0.696520,0.110211,678821
1962-11-23,0.000000,0.703076,0.693243,0.699798,0.110729,465259
1962-11-26,0.000000,0.712909,0.686687,0.688326,0.108914,1266115
1962-11-27,0.000000,0.699798,0.676854,0.696520,0.110211,678821
1962-11-28,0.000000,0.699798,0.691604,0.691604,0.109433,305088
1962-11-29,0.000000,0.698159,0.688326,0.691604,0.109433,198307
1962-11-30,0.000000,0.694881,0.689965,0.693243,0.109692,472886
1962-12-03,0.000000,0.696520,0.693243,0.694881,0.109951,251698
1962-12-04,0.000000,0.706354,0.689965,0.704715,0.111507,450005
1962-12-05,0.000000,0.719465,0.707992,0.714548,0.113063,1433914
1962-12-06,0.000000,0.711270,0.698159,0.706354,0.111767,335597
1962-12-07,0.000000,0.704715,0.688326,0.688326,0.108914,434750
1962-12-10,0.000000,0.688326,0.681771,0.681771,0.107877,213562
1962-12-11,0.000000,0.685048,0.671937,0.681771,0.107877,213562
1962-12-12,0.000000,0.688326,0.676854,0.681771,0.107877,205934
1962-12-13,0.000000,0.681771,0.675215,0.675215,0.106840,122035
1962-12-14,0.000000,0.676854,0.668660,0.675215,0.106840,282206
1962-12-17,0.000000,0.673576,0.655549,0.655549,0.103728,259325
1962-12-18,0.000000,0.667021,0.655549,0.663743,0.105024,282206
1962-12-19,0.000000,0.663743,0.657187,0.663743,0.105024,114408
1962-12-20,0.000000,0.681771,0.662104,0.675215,0.106840,289834
1962-12-21,0.000000,0.681771,0.675215,0.675215,0.106840,465259
1962-12-24,0.000000,0.680132,0.675215,0.680132,0.107618,160171
1962-12-26,0.000000,0.681771,0.675215,0.675215,0.106840,335597
1962-12-27,0.000000,0.675215,0.671937,0.673576,0.106580,114408
1962-12-28,0.000000,0.678493,0.670298,0.671937,0.106321,198307
1962-12-31,0.000000,0.681771,0.670298,0.680132,0.107618,305088
1963-01-02,0.000000,0.680132,0.671937,0.671937,0.106321,236443
1963-01-03,0.000000,0.680132,0.665382,0.680132,0.107618,350851
1963-01-04,0.000000,0.689965,0.683409,0.683409,0.108136,327970
1963-01-07,0.000000,0.691604,0.681771,0.681771,0.107877,236443
1963-01-08,0.000000,0.706354,0.681771,0.694881,0.109951,465259
1963-01-09,0.000000,0.698159,0.678493,0.678493,0.107358,396614
1963-01-10,0.000000,0.686687,0.671937,0.676854,0.107099,373733
1963-01-11,0.000000,0.703076,0.676854,0.699798,0.110729,282206
1963-01-14,0.000000,0.703076,0.688326,0.693243,0.109692,244070
1963-01-15,0.000000,0.704715,0.691604,0.696520,0.110211,289834
1963-01-16,0.000000,0.693243,0.681771,0.689965,0.109173,129662
1963-01-17,0.000000,0.694881,0.686687,0.689965,0.109173,160171
1963-01-18,0.000000,0.699798,0.678493,0.680132,0.107618,442378
1963-01-21,0.000000,0.683409,0.675215,0.683409,0.108136,266952
1963-01-22,0.000000,0.688326,0.673576,0.678493,0.107358,228816
1963-01-23,0.000000,0.680132,0.671937,0.673576,0.106580,327970
1963-01-24,0.000000,0.675215,0.667021,0.667021,0.105543,320342
1963-01-25,0.000000,0.671937,0.642438,0.647354,0.102431,655939
1963-01-28,0.000000,0.657187,0.642438,0.653910,0.103468,503395
1963-01-29,0.000000,0.653910,0.642438,0.652271,0.103209,488141
1963-01-30,0.000000,0.660465,0.645715,0.657187,0.103987,327970
1963-01-31,0.000000,0.663743,0.652271,0.655549,0.103728,251698
1963-02-01,0.000000,0.655549,0.647354,0.647354,0.102431,251698
1963-02-04,0.000000,0.658826,0.647354,0.653910,0.103468,274579
1963-02-05,0.000000,0.653910,0.637521,0.648993,0.102690,68645
1963-02-06,0.000000,0.653910,0.644076,0.648993,0.102690,175426
1963-02-07,0.000000,0.663743,0.640799,0.640799,0.101394,236443
1963-02-08,0.000000,0.644076,0.635882,0.639160,0.102180,183053
1963-02-11,0.000000,0.642438,0.629327,0.629327,0.100608,297461
1963-02-12,0.000000,0.632604,0.626049,0.627688,0.100346,167798
1963-02-13,0.000000,0.642438,0.635882,0.640799,0.102442,312715
1963-02-14,0.000000,0.655549,0.645715,0.655549,0.104800,167798
1963-02-15,0.000000,0.667021,0.655549,0.667021,0.106634,419496
1963-02-18,0.000000,0.678493,0.660465,0.660465,0.105586,358478
1963-02-19,0.000000,0.660465,0.655549,0.655549,0.104800,343224
1963-02-20,0.000000,0.652271,0.642438,0.642438,0.102704,53390
1963-02-21,0.000000,0.639160,0.619493,0.639160,0.102180,472886
1963-02-25,0.000000,0.632604,0.624410,0.629327,0.100608,167798
1963-02-26,0.000000,0.635882,0.619493,0.632604,0.101132,305088
1963-02-27,0.000000,0.634243,0.626049,0.630965,0.100870,327970
1963-02-28,0.000000,0.632604,0.621132,0.626049,0.100084,205934
1963-03-01,0.000000,0.624410,0.616216,0.616216,0.098512,198307
1963-03-04,0.000000,0.626049,0.614577,0.622771,0.099560,625430
1963-03-05,0.000000,0.626049,0.614577,0.626049,0.100084,579667
1963-03-06,0.000000,0.627688,0.612938,0.612938,0.097988,518650
1963-03-07,0.000000,0.626049,0.616216,0.626049,0.100084,358478
1963-03-08,0.000000,0.634243,0.624410,0.630965,0.100870,259325
1963-03-11,0.000000,0.635882,0.627688,0.634243,0.101394,152544
1963-03-12,0.000000,0.639160,0.632604,0.632604,0.101132,251698
1963-03-13,0.000000,0.642438,0.629327,0.642438,0.102704,305088
1963-03-14,0.000000,0.640799,0.627688,0.635882,0.101656,305088
1963-03-15,0.000000,0.637521,0.630965,0.630965,0.100870,228816
1963-03-18,0.000000,0.634243,0.622771,0.630965,0.100870,320342
1963-03-19,0.000000,0.640799,0.632604,0.632604,0.101132,160171
1963-03-20,0.000000,0.640799,0.632604,0.635882,0.101656,442378
1963-03-21,0.000000,0.642438,0.635882,0.639160,0.102180,556786
1963-03-22,0.000000,0.648993,0.632604,0.648993,0.103752,450005
1963-03-25,0.000000,0.645715,0.635882,0.645715,0.103228,266952
1963-03-26,0.000000,0.647354,0.635882,0.635882,0.101656,312715
1963-03-27,0.000000,0.640799,0.635882,0.639160,0.102180,251698
1963-03-28,0.000000,0.640799,0.617855,0.617855,0.098774,259325
1963-03-29,0.000000,0.627688,0.621132,0.624410,0.099822,99154
1963-04-01,0.000000,0.629327,0.617855,0.624410,0.099822,472886
1963-04-02,0.624410,0.624410,0.624410,0.624410,0.099822,0
1963-04-03,0.000000,0.637521,0.626049,0.634243,0.101394,350851
1963-04-04,0.000000,0.645715,0.635882,0.642438,0.102704,671194
1963-04-05,0.000000,0.640799,0.635882,0.640799,0.102442,160171
1963-04-08,0.000000,0.648993,0.637521,0.645715,0.103228,434750
1963-04-09,0.000000,0.652271,0.642438,0.645715,0.103228,503395
1963-04-10,0.000000,0.647354,0.630965,0.635882,0.101656,404242
1963-04-11,0.000000,0.639160,0.627688,0.635882,0.101656,869501
1963-04-15,0.000000,0.639160,0.634243,0.637521,0.101918,442378
1963-04-16,0.000000,0.637521,0.622771,0.627688,0.100346,465259
1963-04-17,0.000000,0.634243,0.626049,0.626049,0.100084,244070
1963-04-18,0.000000,0.635882,0.626049,0.627688,0.100346,236443
1963-04-19,0.000000,0.645715,0.634243,0.640799,0.102442,427123
1963-04-22,0.000000,0.642438,0.632604,0.635882,0.101656,167798
1963-04-23,0.000000,0.639160,0.630965,0.639160,0.102180,129662
1963-04-24,0.000000,0.642438,0.630965,0.639160,0.102180,655939
1963-04-25,0.000000,0.645715,0.637521,0.645715,0.103228,450005
1963-04-26,0.000000,0.665382,0.647354,0.660465,0.105586,831365
1963-04-29,0.000000,0.662104,0.648993,0.648993,0.103752,198307
1963-04-30,0.000000,0.653910,0.645715,0.652271,0.104276,198307
1963-05-01,0.000000,0.667021,0.650632,0.655549,0.104800,419496
1963-05-02,0.000000,0.660465,0.648993,0.652271,0.104276,259325
1963-05-03,0.000000,0.658826,0.642438,0.642438,0.102704,457632
1963-05-06,0.000000,0.650632,0.637521,0.639160,0.102180,236443
1963-05-07,0.000000,0.653910,0.635882,0.650632,0.104014,274579
1963-05-08,0.000000,0.658826,0.648993,0.650632,0.104014,274579
1963-05-09,0.000000,0.660465,0.650632,0.653910,0.104538,289834
1963-05-10,0.000000,0.660465,0.652271,0.655549,0.104800,244070
1963-05-13,0.000000,0.660465,0.653910,0.655549,0.104800,343224
1963-05-14,0.000000,0.655549,0.652271,0.653910,0.104538,343224
1963-05-15,0.000000,0.658826,0.653910,0.653910,0.104538,282206
1963-05-16,0.000000,0.657187,0.647354,0.647354,0.103490,388987
1963-05-17,0.000000,0.648993,0.644076,0.644076,0.102966,167798
1963-05-20,0.000000,0.653910,0.644076,0.645715,0.104289,327970
1963-05-21,0.000000,0.644076,0.630965,0.639160,0.103230,274579
1963-05-22,0.000000,0.647354,0.634243,0.635882,0.102701,327970
1963-05-23,0.000000,0.639160,0.629327,0.635882,0.102701,137290
1963-05-24,0.000000,0.640799,0.626049,0.639160,0.103230,335597
1963-05-27,0.000000,0.639160,0.629327,0.632604,0.102172,137290
1963-05-28,0.000000,0.635882,0.629327,0.634243,0.102436,114408
1963-05-29,0.000000,0.634243,0.622771,0.624410,0.100848,282206
1963-05-31,0.000000,0.621132,0.608021,0.614577,0.099260,442378
1963-06-03,0.000000,0.619493,0.606382,0.609660,0.098466,366106
1963-06-04,0.000000,0.609660,0.598188,0.609660,0.098466,640685
1963-06-05,0.000000,0.619493,0.611299,0.612938,0.098995,495768
1963-06-06,0.000000,0.619493,0.612938,0.619493,0.100054,305088
1963-06-07,0.000000,0.629327,0.616216,0.627688,0.101378,259325
1963-06-10,0.000000,0.622771,0.612938,0.622771,0.100583,297461
1963-06-11,0.000000,0.622771,0.616216,0.616216,0.099525,305088
1963-06-12,0.000000,0.619493,0.611299,0.614577,0.099260,396614
1963-06-13,0.000000,0.616216,0.611299,0.616216,0.099525,289834
1963-06-14,0.000000,0.626049,0.616216,0.624410,0.100848,289834
1963-06-17,0.000000,0.624410,0.617855,0.619493,0.100054,213562
1963-06-18,0.000000,0.622771,0.617855,0.622771,0.100583,167798
1963-06-19,0.000000,0.626049,0.621132,0.621132,0.100319,244070
1963-06-20,0.000000,0.626049,0.617855,0.619493,0.100054,228816
1963-06-21,0.000000,0.622771,0.614577,0.616216,0.099525,274579
1963-06-24,0.000000,0.619493,0.614577,0.616216,0.099525,137290
1963-06-25,0.000000,0.616216,0.603105,0.606382,0.097936,244070
1963-06-26,0.000000,0.606382,0.599827,0.603105,0.097407,175426
1963-06-27,0.000000,0.603105,0.594910,0.599827,0.096878,297461
1963-06-28,0.000000,0.606382,0.596549,0.603105,0.097407,129662
1963-07-01,0.000000,0.604744,0.596549,0.599827,0.096878,167798
1963-07-02,0.000000,0.611299,0.594910,0.609660,0.098466,251698
1963-07-03,0.000000,0.612938,0.604744,0.606382,0.097936,221189
1963-07-05,0.000000,0.612938,0.606382,0.611299,0.098731,274579
1963-07-08,0.000000,0.609660,0.601466,0.604744,0.097672,198307
1963-07-09,0.000000,0.606382,0.601466,0.604744,0.097672,114408
1963-07-10,0.000000,0.614577,0.606382,0.614577,0.099260,343224
1963-07-11,0.000000,0.622771,0.616216,0.617855,0.099790,259325
1963-07-12,0.000000,0.622771,0.617855,0.619493,0.100054,144917
1963-07-15,0.000000,0.624410,0.619493,0.621132,0.100319,274579
1963-07-16,0.000000,0.621132,0.617855,0.621132,0.100319,137290
1963-07-17,0.000000,0.622771,0.617855,0.619493,0.100054,274579
1963-07-18,0.000000,0.624410,0.617855,0.624410,0.100848,251698
1963-07-19,0.000000,0.626049,0.619493,0.621132,0.100319,259325
1963-07-22,0.000000,0.619493,0.596549,0.596549,0.096348,320342
1963-07-23,0.000000,0.601466,0.596549,0.596549,0.096348,137290
1963-07-24,0.000000,0.601466,0.594910,0.596549,0.096348,228816
1963-07-25,0.000000,0.596549,0.581799,0.583438,0.094231,465259
1963-07-26,0.000000,0.580160,0.570327,0.578522,0.093437,320342
1963-07-29,0.000000,0.581799,0.575244,0.578522,0.093437,122035
1963-07-30,0.000000,0.583438,0.576883,0.578522,0.093437,106781
1963-07-31,0.000000,0.580160,0.573605,0.580160,0.093701,312715
1963-08-01,0.000000,0.586716,0.576883,0.580160,0.093701,137290
1963-08-02,0.000000,0.583438,0.578522,0.581799,0.093966,152544
1963-08-05,0.000000,0.588355,0.585077,0.588355,0.095025,236443
1963-08-06,0.000000,0.599827,0.591633,0.596549,0.096348,236443
1963-08-07,0.000000,0.601466,0.586716,0.589994,0.096325,343224
1963-08-08,0.000000,0.596549,0.589994,0.593271,0.096860,381360
1963-08-09,0.000000,0.593271,0.580160,0.583438,0.095254,228816
1963-08-12,0.000000,0.586716,0.581799,0.581799,0.094987,396614
1963-08-13,0.000000,0.575244,0.560494,0.562133,0.091776,678821
1963-08-14,0.000000,0.567050,0.562133,0.562133,0.091776,892382
1963-08-15,0.000000,0.580160,0.562133,0.576883,0.094184,594922
1963-08-16,0.000000,0.589994,0.580160,0.589994,0.096325,533904
1963-08-19,0.000000,0.599827,0.586716,0.599827,0.097930,244070
1963-08-20,0.000000,0.594910,0.586716,0.593271,0.096860,411869
1963-08-21,0.000000,0.593271,0.586716,0.593271,0.096860,183053
1963-08-22,0.000000,0.583438,0.576883,0.581799,0.096048,259325
1963-08-23,0.000000,0.588355,0.578522,0.583438,0.096319,327970
1963-08-26,0.000000,0.594910,0.589994,0.591633,0.097672,373733
1963-08-27,0.000000,0.588355,0.585077,0.586716,0.096860,129662
1963-08-28,0.000000,0.588355,0.585077,0.588355,0.097130,305088
1963-08-29,0.000000,0.598188,0.588355,0.596549,0.098483,327970
1963-08-30,0.000000,0.594910,0.588355,0.589994,0.097401,350851
1963-09-03,0.000000,0.601466,0.593271,0.593271,0.097942,320342
1963-09-04,0.000000,0.596549,0.589994,0.594910,0.098213,160171
1963-09-05,0.000000,0.599827,0.591633,0.591633,0.097672,312715
1963-09-06,0.000000,0.596549,0.591633,0.591633,0.097672,572040
1963-09-09,0.000000,0.593271,0.589994,0.589994,0.097401,381360
1963-09-10,0.000000,0.589994,0.585077,0.588355,0.097130,312715
1963-09-11,0.000000,0.586716,0.580160,0.580160,0.095778,366106
1963-09-12,0.000000,0.576883,0.563772,0.565411,0.093343,480514
1963-09-13,0.000000,0.570327,0.565411,0.567050,0.093613,221189
1963-09-16,0.000000,0.570327,0.565411,0.567050,0.093613,190680
1963-09-17,0.000000,0.586716,0.570327,0.583438,0.096319,305088
1963-09-18,0.000000,0.588355,0.580160,0.588355,0.097130,312715
1963-09-19,0.000000,0.581799,0.575244,0.581799,0.096048,244070
1963-09-20,0.000000,0.576883,0.558855,0.558855,0.092260,503395
1963-09-23,0.000000,0.557216,0.537550,0.537550,0.088743,465259
1963-09-24,0.000000,0.553939,0.537550,0.549022,0.090637,472886
1963-09-25,0.000000,0.560494,0.545744,0.558855,0.092260,488141
1963-09-26,0.000000,0.558855,0.539189,0.549022,0.090637,1067808
1963-09-27,0.000000,0.557216,0.530994,0.557216,0.091990,541531
1963-09-30,0.000000,0.557216,0.550661,0.557216,0.091990,228816
1963-10-01,0.000000,0.567050,0.557216,0.563772,0.093072,213562
1963-10-02,0.000000,0.567050,0.558855,0.558855,0.092260,1067808
1963-10-03,0.000000,0.568688,0.555577,0.555577,0.091719,160171
1963-10-04,0.000000,0.570327,0.552300,0.565411,0.093343,495768
1963-10-07,0.000000,0.570327,0.563772,0.565411,0.093343,198307
1963-10-08,0.000000,0.565411,0.550661,0.557216,0.091990,259325
1963-10-09,0.000000,0.557216,0.539189,0.539189,0.089014,213562
1963-10-10,0.000000,0.547383,0.530994,0.544105,0.089825,434750
1963-10-11,0.000000,0.547383,0.539189,0.547383,0.090366,297461
1963-10-14,0.000000,0.560494,0.540828,0.550661,0.090908,465259
1963-10-15,0.000000,0.555577,0.544105,0.544105,0.089825,343224
1963-10-16,0.000000,0.557216,0.545744,0.552300,0.091178,274579
1963-10-17,0.000000,0.562133,0.553939,0.553939,0.091449,549158
1963-10-18,0.000000,0.555577,0.545744,0.552300,0.091178,472886
1963-10-21,0.000000,0.575244,0.549022,0.573605,0.094695,808483
1963-10-22,0.000000,0.583438,0.567050,0.571966,0.094425,480514
1963-10-23,0.000000,0.583438,0.573605,0.580160,0.095778,190680
1963-10-24,0.000000,0.585077,0.576883,0.578522,0.095507,221189
1963-10-25,0.000000,0.586716,0.571966,0.571966,0.094425,511022
1963-10-28,0.000000,0.586716,0.576883,0.576883,0.095237,228816
